2,1,262144,0.055886,0.028166,0.032020,1.984163,1.745331
32,1,262144,0.061198,0.001961,0.006425,31.207806,9.524708
16,1,262144,0.057158,0.003861,0.008123,14.804948,7.036961
2,1,262144,0.056046,0.028091,0.031421,1.995144,1.783695
